version	model	desc	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	n_ens	crps	crpss	ign	me	rmse	spread	me_oerr	rmse_oerr	spread_oerr	spread_plus_oerr	crpscl	crps_emp	crpscl_emp	crpss_emp	crps_emp_fair	spread_md	mae	mae_oerr	bias_ratio	n_ge_obs	me_ge_obs	n_lt_obs	me_lt_obs	stat_name	stat_value
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-05 04:00:00	2022-05-05 04:00:00	2022-05-05	0	2022-05-05 03:30:01	2022-05-05 04:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4255	10.0	0.92075	NA	2.43397	0.088539	1.80165	0.63935	0.080833	1.83697	1.26887	1.27231	NA	0.94686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-05 04:00:00	2022-05-05 04:00:00	2022-05-05	0	2022-05-05 03:30:01	2022-05-05 04:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4185	10.0	0.94115	NA	2.21901	0.47157	1.87324	0.92945	0.47497	1.91133	1.44131	1.4401	NA	0.96935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-05 04:00:00	2022-05-05 04:00:00	2022-05-05	0	2022-05-05 03:30:01	2022-05-05 04:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4221	10.0	1.04384	NA	2.12152	0.62767	1.84156	1.08828	0.62618	1.86986	1.61787	1.61999	NA	1.07642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-05	0	2022-05-06 08:30:01	2022-05-06 09:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4355	10.0	1.03409	NA	2.29162	0.19394	1.85437	0.94042	0.19175	1.89554	1.44436	1.4472	NA	1.06227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-05	0	2022-05-06 08:30:01	2022-05-06 09:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4282	10.0	1.13618	NA	2.45103	0.66802	2.25542	1.13465	0.66454	2.28614	1.58171	1.58032	NA	1.1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-05	0	2022-05-06 08:30:01	2022-05-06 09:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4303	10.0	1.06824	NA	2.19141	0.8122	1.84247	1.02483	0.81038	1.88708	1.57816	1.57806	NA	1.09774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-05 18:00:00	2022-05-05 18:00:00	2022-05-05	0	2022-05-05 17:30:01	2022-05-05 18:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4379	10.0	1.03792	NA	2.40391	0.026311	2.00105	1.25472	0.021001	2.03218	1.67899	1.66863	NA	1.07357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-05 18:00:00	2022-05-05 18:00:00	2022-05-05	0	2022-05-05 17:30:01	2022-05-05 18:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4312	10.0	1.11276	NA	2.76766	0.6652	2.20644	1.0182	0.66361	2.23384	1.50071	1.49891	NA	1.14391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-05 18:00:00	2022-05-05 18:00:00	2022-05-05	0	2022-05-05 17:30:01	2022-05-05 18:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4122	10.0	0.99584	NA	2.10497	0.098658	1.73325	0.99397	0.099716	1.77414	1.55192	1.5582	NA	1.02372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-05	0	2022-05-06 05:30:01	2022-05-06 06:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4353	10.0	1.01888	NA	2.30538	0.028821	1.78776	0.88726	0.02729	1.83266	1.4099	1.41323	NA	1.04802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-05	0	2022-05-06 05:30:01	2022-05-06 06:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4277	10.0	1.17019	NA	2.51181	0.73353	2.33742	1.12494	0.73013	2.35158	1.57334	1.57337	NA	1.20537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-05	0	2022-05-06 05:30:01	2022-05-06 06:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4298	10.0	1.06075	NA	2.20984	0.7594	1.86355	1.09992	0.75674	1.90159	1.62105	1.62783	NA	1.08885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-05 06:00:00	2022-05-05 06:00:00	2022-05-05	0	2022-05-05 05:30:01	2022-05-05 06:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4485	10.0	0.92139	NA	2.17037	0.25138	1.61584	0.68187	0.24863	1.64845	1.29771	1.2942	NA	0.94872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-05 06:00:00	2022-05-05 06:00:00	2022-05-05	0	2022-05-05 05:30:01	2022-05-05 06:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4407	10.0	0.90476	NA	2.06653	0.43251	1.807	0.86904	0.43677	1.83321	1.4014	1.40186	NA	0.93663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-05 06:00:00	2022-05-05 06:00:00	2022-05-05	0	2022-05-05 05:30:01	2022-05-05 06:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4459	10.0	1.05155	NA	2.15233	0.71866	1.80559	1.07985	0.71172	1.846	1.60649	1.61434	NA	1.08207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	260000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-05	0	2022-05-06 01:30:01	2022-05-06 02:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4129	10.0	1.05932	NA	2.33416	-0.33413	1.89162	0.99558	-0.33817	1.91161	1.48528	1.48364	NA	1.09069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	260000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-05	0	2022-05-06 01:30:01	2022-05-06 02:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4058	10.0	1.39097	NA	2.84995	0.93933	2.74394	1.17881	0.94195	2.75783	1.62367	1.61232	NA	1.42917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	260000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-05	0	2022-05-06 01:30:01	2022-05-06 02:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4082	10.0	1.06756	NA	2.14974	0.6993	1.86855	1.17792	0.69434	1.90498	1.67519	1.68152	NA	1.09587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	80000	2022-05-05 08:00:00	2022-05-05 08:00:00	2022-05-05	0	2022-05-05 07:30:01	2022-05-05 08:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4339	10.0	0.95674	NA	2.31901	0.40477	1.67719	0.7048	0.40341	1.71204	1.30515	1.30642	NA	0.98149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	80000	2022-05-05 08:00:00	2022-05-05 08:00:00	2022-05-05	0	2022-05-05 07:30:01	2022-05-05 08:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4270	10.0	0.93285	NA	2.33503	0.46747	1.93004	0.82922	0.46292	1.96038	1.37622	1.37754	NA	0.96196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	80000	2022-05-05 08:00:00	2022-05-05 08:00:00	2022-05-05	0	2022-05-05 07:30:01	2022-05-05 08:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4306	10.0	0.98348	NA	2.07138	0.70856	1.66629	0.99365	0.70712	1.70903	1.55914	1.55799	NA	1.01174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	70000	2022-05-05 07:00:00	2022-05-05 07:00:00	2022-05-05	0	2022-05-05 06:30:01	2022-05-05 07:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4316	10.0	0.95813	NA	2.26257	0.38811	1.66876	0.70147	0.38277	1.70479	1.30528	1.30463	NA	0.98385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	70000	2022-05-05 07:00:00	2022-05-05 07:00:00	2022-05-05	0	2022-05-05 06:30:01	2022-05-05 07:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4239	10.0	0.92415	NA	2.33884	0.46952	1.97261	0.85052	0.46758	2.0036	1.39063	1.39046	NA	0.95241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	70000	2022-05-05 07:00:00	2022-05-05 07:00:00	2022-05-05	0	2022-05-05 06:30:01	2022-05-05 07:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4279	10.0	1.02902	NA	2.12076	0.72368	1.77074	1.03038	0.72472	1.80768	1.5801	1.58167	NA	1.06255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	110000	2022-05-05 11:00:00	2022-05-05 11:00:00	2022-05-05	0	2022-05-05 10:30:01	2022-05-05 11:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4340	10.0	0.94998	NA	2.51045	0.36489	1.87344	0.72151	0.36143	1.89907	1.31431	1.31551	NA	0.97885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	110000	2022-05-05 11:00:00	2022-05-05 11:00:00	2022-05-05	0	2022-05-05 10:30:01	2022-05-05 11:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4259	10.0	0.89787	NA	2.23907	0.39981	1.84786	0.81082	0.39534	1.87616	1.36741	1.36654	NA	0.92477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	110000	2022-05-05 11:00:00	2022-05-05 11:00:00	2022-05-05	0	2022-05-05 10:30:01	2022-05-05 11:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4291	10.0	0.95819	NA	2.06483	0.73817	1.62562	0.95897	0.73977	1.67035	1.53462	1.53611	NA	0.98517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	50000	2022-05-05 05:00:00	2022-05-05 05:00:00	2022-05-05	0	2022-05-05 04:30:01	2022-05-05 05:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4256	10.0	0.91533	NA	2.18109	0.17825	1.59595	0.67096	0.17026	1.64376	1.28135	1.28848	NA	0.94191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	50000	2022-05-05 05:00:00	2022-05-05 05:00:00	2022-05-05	0	2022-05-05 04:30:01	2022-05-05 05:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4184	10.0	0.90754	NA	2.07209	0.44077	1.79233	0.92144	0.44451	1.83068	1.43392	1.43494	NA	0.93801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	50000	2022-05-05 05:00:00	2022-05-05 05:00:00	2022-05-05	0	2022-05-05 04:30:01	2022-05-05 05:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4232	10.0	1.04814	NA	2.15208	0.70287	1.80562	1.05936	0.70129	1.84527	1.6001	1.6007	NA	1.07849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	10000	2022-05-05 01:00:00	2022-05-05 01:00:00	2022-05-05	0	2022-05-05 00:30:01	2022-05-05 01:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4173	10.0	0.76937	NA	1.98373	-0.014899	1.44802	0.57967	-0.021905	1.49146	1.23242	1.24339	NA	0.79544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	10000	2022-05-05 01:00:00	2022-05-05 01:00:00	2022-05-05	0	2022-05-05 00:30:01	2022-05-05 01:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4101	10.0	1.02028	NA	2.39012	0.64955	2.02991	0.95357	0.65077	2.06663	1.45888	1.45578	NA	1.05231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	10000	2022-05-05 01:00:00	2022-05-05 01:00:00	2022-05-05	0	2022-05-05 00:30:01	2022-05-05 01:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4123	10.0	0.99038	NA	2.07831	0.6008	1.71561	1.02069	0.60019	1.76006	1.57282	1.57537	NA	1.01952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-05 16:00:00	2022-05-05 16:00:00	2022-05-05	0	2022-05-05 15:30:01	2022-05-05 16:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4205	10.0	0.89541	NA	2.07385	-0.020508	1.63229	1.03926	-0.024385	1.66529	1.50814	1.51329	NA	0.92628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-05 16:00:00	2022-05-05 16:00:00	2022-05-05	0	2022-05-05 15:30:01	2022-05-05 16:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4138	10.0	0.93779	NA	2.4304	0.33403	1.88502	0.91352	0.3349	1.91373	1.4265	1.42987	NA	0.96731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-05 16:00:00	2022-05-05 16:00:00	2022-05-05	0	2022-05-05 15:30:01	2022-05-05 16:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	3960	10.0	0.95303	NA	2.03917	0.2438	1.66932	0.97444	0.24097	1.70485	1.54791	1.54581	NA	0.98239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-05 02:00:00	2022-05-05 02:00:00	2022-05-05	0	2022-05-05 01:30:01	2022-05-05 02:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4176	10.0	0.84031	NA	2.05087	-0.061536	1.55004	0.58654	-0.067668	1.59731	1.24261	1.24661	NA	0.86707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-05 02:00:00	2022-05-05 02:00:00	2022-05-05	0	2022-05-05 01:30:01	2022-05-05 02:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4111	10.0	1.01089	NA	2.624	0.59981	2.08997	0.92265	0.60158	2.12225	1.44314	1.43571	NA	1.04153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-05 02:00:00	2022-05-05 02:00:00	2022-05-05	0	2022-05-05 01:30:01	2022-05-05 02:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4142	10.0	1.01775	NA	2.12231	0.64744	1.75092	1.01085	0.64507	1.78942	1.56226	1.56902	NA	1.04716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	200000	2022-05-05 20:00:00	2022-05-05 20:00:00	2022-05-05	0	2022-05-05 19:30:01	2022-05-05 20:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4127	10.0	1.09686	NA	2.31477	-0.081167	2.00225	1.4118	-0.084763	2.02929	1.78389	1.78974	NA	1.13463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	200000	2022-05-05 20:00:00	2022-05-05 20:00:00	2022-05-05	0	2022-05-05 19:30:01	2022-05-05 20:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4062	10.0	1.23289	NA	2.9471	0.75472	2.40916	1.12785	0.7601	2.43099	1.571	1.57545	NA	1.26893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	200000	2022-05-05 20:00:00	2022-05-05 20:00:00	2022-05-05	0	2022-05-05 19:30:01	2022-05-05 20:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	3942	10.0	1.01616	NA	2.1039	0.11367	1.79069	1.08681	0.10581	1.82472	1.61403	1.619	NA	1.04715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	250000	2022-05-06 01:00:00	2022-05-06 01:00:00	2022-05-05	0	2022-05-06 00:30:01	2022-05-06 01:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4151	10.0	1.14208	NA	2.45761	-0.48379	2.03613	1.07962	-0.48795	2.07213	1.53189	1.54129	NA	1.17196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	250000	2022-05-06 01:00:00	2022-05-06 01:00:00	2022-05-05	0	2022-05-06 00:30:01	2022-05-06 01:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4075	10.0	1.47532	NA	3.03069	1.01344	2.91961	1.19883	1.01598	2.9378	1.6406	1.62702	NA	1.51218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	250000	2022-05-06 01:00:00	2022-05-06 01:00:00	2022-05-05	0	2022-05-06 00:30:01	2022-05-06 01:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4080	10.0	1.09115	NA	2.21151	0.57258	1.87655	1.16543	0.56821	1.913	1.6708	1.67279	NA	1.12216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	240000	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-05	0	2022-05-05 23:30:01	2022-05-06 00:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4326	10.0	1.14027	NA	2.38938	-0.56	2.05861	1.24172	-0.56491	2.09131	1.66315	1.65888	NA	1.17331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	240000	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-05	0	2022-05-05 23:30:01	2022-05-06 00:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4255	10.0	1.49104	NA	3.24092	1.03359	2.9426	1.19928	1.03165	2.97246	1.62502	1.62735	NA	1.52797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	240000	2022-05-06 00:00:00	2022-05-06 00:00:00	2022-05-05	0	2022-05-05 23:30:01	2022-05-06 00:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4232	10.0	1.07336	NA	2.16934	0.37613	1.86575	1.16231	0.377	1.90374	1.65944	1.67062	NA	1.10262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	150000	2022-05-05 15:00:00	2022-05-05 15:00:00	2022-05-05	0	2022-05-05 14:30:01	2022-05-05 15:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4293	10.0	0.85219	NA	1.99366	-0.010749	1.55224	0.89426	-0.016507	1.58833	1.41704	1.41764	NA	0.88168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	150000	2022-05-05 15:00:00	2022-05-05 15:00:00	2022-05-05	0	2022-05-05 14:30:01	2022-05-05 15:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4225	10.0	0.89616	NA	2.36504	0.15541	1.90744	0.87547	0.15767	1.93942	1.40999	1.40586	NA	0.92471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	150000	2022-05-05 15:00:00	2022-05-05 15:00:00	2022-05-05	0	2022-05-05 14:30:01	2022-05-05 15:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4097	10.0	0.92583	NA	1.9949	0.29002	1.61811	0.9295	0.28718	1.6576	1.51261	1.51789	NA	0.95649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	320000	2022-05-06 08:00:00	2022-05-06 08:00:00	2022-05-05	0	2022-05-06 07:30:01	2022-05-06 08:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4300	10.0	1.01345	NA	2.38485	0.19487	1.88063	0.92368	0.19012	1.89958	1.43117	1.43638	NA	1.0425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_ME	
